@relation 'yeast'

@attribute mcg real
@attribute gvh real
@attribute alm real
@attribute mit real
@attribute erl real
@attribute pox real
@attribute vac real
@attribute nuc real
@attribute class {cyt,nuc,mit,me3,me2,me1,exc,vac,pox,erl}

@data
0.74,0.74,0.51,0.27,0.50,0.00,0.50,0.22,exc
0.39,0.81,0.35,0.28,0.50,0.00,0.51,0.45,me3
0.53,0.54,0.43,0.18,0.50,0.00,0.53,0.31,nuc
0.38,0.45,0.37,0.19,0.50,0.00,0.52,0.30,me3
0.40,0.37,0.54,0.13,0.50,0.00,0.48,0.22,nuc
0.31,0.30,0.34,0.19,0.50,0.00,0.55,0.30,me3
0.50,0.42,0.57,0.49,0.50,0.00,0.48,0.27,nuc
0.59,0.61,0.51,0.62,0.50,0.00,0.51,0.38,mit
0.45,0.40,0.43,0.22,0.50,0.00,0.51,0.48,nuc
0.47,0.54,0.53,0.77,0.50,0.00,0.52,0.36,mit
0.77,0.78,0.51,0.28,0.50,0.00,0.33,0.22,exc
0.74,0.71,0.52,0.30,0.50,0.00,0.27,0.22,exc
0.77,0.73,0.51,0.27,0.50,0.00,0.34,0.22,exc
0.47,0.61,0.50,0.23,0.50,0.00,0.49,0.22,me3
0.78,0.69,0.44,0.26,0.50,0.00,0.54,0.22,me1
0.49,0.60,0.30,0.34,0.50,0.00,0.50,0.43,me3
0.27,0.56,0.30,0.14,0.50,0.00,0.52,0.39,me3
0.40,0.39,0.33,0.17,0.50,0.00,0.51,0.31,vac
0.55,0.51,0.54,0.20,0.50,0.00,0.56,0.22,cyt
0.95,0.71,0.27,0.39,0.50,0.00,0.31,0.22,me2
0.97,0.71,0.29,0.42,0.50,0.00,0.35,0.22,me2
0.44,0.43,0.34,0.21,0.50,0.00,0.55,0.40,me3
0.39,0.49,0.30,0.19,0.50,0.00,0.52,0.31,me3
0.38,0.48,0.51,0.13,0.50,0.00,0.50,0.32,nuc
0.37,0.51,0.39,0.18,0.50,0.00,0.51,0.27,me3
0.27,0.49,0.36,0.26,0.50,0.00,0.49,0.26,me3
0.49,0.48,0.52,0.20,0.50,0.00,0.55,0.22,nuc
0.36,0.39,0.54,0.16,0.50,0.00,0.50,0.28,nuc
0.54,0.53,0.48,0.14,0.50,0.00,0.49,0.33,nuc
0.37,0.48,0.50,0.26,0.50,0.00,0.52,0.39,nuc
0.25,0.39,0.50,0.23,0.50,0.00,0.50,0.28,nuc
0.49,0.71,0.54,0.13,0.50,0.00,0.58,0.22,nuc
0.56,0.50,0.56,0.26,0.50,0.00,0.53,0.27,nuc
0.41,0.53,0.41,0.15,0.50,0.00,0.54,0.25,nuc
0.50,0.45,0.53,0.21,0.50,0.00,0.28,0.22,nuc
0.46,0.37,0.48,0.36,0.50,0.00,0.48,0.22,pox
0.66,0.55,0.34,0.20,0.50,0.00,0.62,0.22,me3
0.42,0.65,0.58,0.34,0.50,0.00,0.50,0.22,mit
0.45,0.47,0.53,0.15,0.50,0.00,0.52,0.27,cyt
0.42,0.28,0.51,0.23,0.50,0.00,0.53,0.27,nuc
0.51,0.48,0.46,0.29,0.50,0.00,0.54,0.22,cyt
0.75,0.69,0.48,0.13,0.50,0.00,0.57,0.40,vac
0.69,0.70,0.50,0.30,0.50,0.00,0.54,0.22,vac
0.63,0.55,0.53,0.51,0.50,0.00,0.55,0.22,vac
0.55,0.63,0.54,0.16,0.50,0.00,0.45,0.27,cyt
0.46,0.62,0.54,0.25,0.50,0.00,0.46,0.22,cyt
0.53,0.59,0.48,0.14,0.50,0.00,0.51,0.22,cyt
0.42,0.53,0.57,0.17,0.50,0.00,0.49,0.22,cyt
0.52,0.46,0.56,0.20,0.50,0.00,0.50,0.22,cyt
0.53,0.43,0.57,0.24,0.50,0.00,0.39,0.28,cyt
0.33,0.35,0.56,0.19,0.50,0.00,0.50,0.22,nuc
0.45,0.48,0.56,0.56,0.50,0.00,0.47,0.22,nuc
0.56,0.48,0.50,0.17,0.50,0.00,0.51,0.26,cyt
0.77,0.57,0.45,0.17,0.50,0.00,0.53,0.22,cyt
0.56,0.59,0.54,0.18,0.50,0.00,0.48,0.46,nuc
0.33,0.39,0.52,0.09,0.50,0.00,0.47,0.28,nuc
0.48,0.41,0.54,0.39,0.50,0.00,0.51,0.22,nuc
0.30,0.30,0.46,0.32,0.50,0.00,0.45,0.22,nuc
0.38,0.26,0.60,0.10,0.50,0.00,0.48,0.44,nuc
0.68,0.39,0.50,0.15,0.50,0.00,0.48,0.37,nuc
0.62,0.41,0.52,0.17,0.50,0.00,0.48,0.22,nuc
0.52,0.37,0.48,0.13,0.50,0.00,0.55,0.22,nuc
0.32,0.48,0.49,0.17,0.50,0.00,0.47,0.22,nuc
0.34,0.35,0.58,0.20,0.50,0.00,0.46,0.32,nuc
0.33,0.21,0.53,0.15,1.00,0.00,0.52,0.50,nuc
0.49,0.45,0.57,0.24,0.50,0.00,0.47,0.38,nuc
0.40,0.28,0.48,0.06,0.50,0.00,0.49,0.42,nuc
0.51,0.39,0.56,0.25,0.50,0.00,0.51,0.33,nuc
0.45,0.45,0.52,0.17,0.50,0.00,0.54,0.22,cyt
0.28,0.51,0.55,0.19,0.50,0.00,0.57,0.22,cyt
0.51,0.51,0.56,0.28,0.50,0.00,0.54,0.27,cyt
0.48,0.56,0.49,0.32,0.50,0.00,0.50,0.22,cyt
0.59,0.46,0.48,0.46,0.50,0.00,0.49,0.22,cyt
0.51,0.46,0.40,0.65,0.50,0.00,0.49,0.22,mit
0.37,0.44,0.51,0.56,0.50,0.00,0.50,0.38,nuc
0.81,0.55,0.35,0.34,0.50,0.00,0.51,0.22,me2
0.53,0.45,0.53,0.18,0.50,0.00,0.42,0.22,cyt
0.45,0.27,0.50,0.33,0.50,0.00,0.53,0.26,cyt
0.36,0.33,0.38,0.15,0.50,0.00,0.55,0.36,me3
0.48,0.50,0.56,0.11,0.50,0.00,0.33,0.22,cyt
0.35,0.47,0.53,0.19,0.50,0.00,0.48,0.22,cyt
0.48,0.48,0.56,0.18,0.50,0.00,0.58,0.22,cyt
0.60,0.59,0.47,0.47,0.50,0.00,0.53,0.22,mit
0.45,0.53,0.51,0.42,0.50,0.00,0.52,0.22,mit
0.29,0.40,0.41,0.48,0.50,0.00,0.53,0.30,nuc
0.58,0.53,0.33,0.26,0.50,0.00,0.51,0.22,me3
0.46,0.43,0.50,0.24,0.50,0.00,0.48,0.31,cyt
0.43,0.46,0.50,0.21,0.50,0.00,0.49,0.34,cyt
0.61,0.55,0.51,0.26,0.50,0.00,0.52,0.22,cyt
0.50,0.62,0.52,0.30,0.50,0.00,0.56,0.22,mit
0.49,0.45,0.54,0.40,0.50,0.00,0.55,0.22,mit
0.64,0.53,0.59,0.14,0.50,0.00,0.53,0.22,mit
0.57,0.60,0.54,0.17,0.50,0.00,0.52,0.22,mit
0.38,0.31,0.59,0.19,0.50,0.00,0.46,0.22,mit
0.68,0.53,0.44,0.31,0.50,0.00,0.51,0.22,mit
0.24,0.41,0.47,0.16,0.50,0.00,0.51,0.38,nuc
0.61,0.39,0.53,0.14,0.50,0.00,0.43,0.26,nuc
0.39,0.16,0.59,0.08,0.50,0.00,0.51,0.27,nuc
0.33,0.28,0.50,0.40,0.50,0.00,0.46,0.61,nuc
0.51,0.55,0.56,0.18,0.50,0.00,0.50,0.38,nuc
0.39,0.44,0.54,0.24,0.50,0.00,0.51,0.49,nuc
0.43,0.48,0.53,0.18,0.50,0.00,0.46,0.22,nuc
0.47,0.43,0.48,0.16,0.50,0.00,0.46,0.27,nuc
0.52,0.50,0.51,0.20,0.50,0.00,0.51,0.22,nuc
0.33,0.28,0.52,0.15,0.50,0.00,0.51,0.86,nuc
0.36,0.48,0.50,0.13,0.50,0.00,0.49,0.60,nuc
0.45,0.54,0.49,0.29,0.50,0.00,0.49,0.25,nuc
0.55,0.59,0.53,0.15,0.50,0.00,0.49,0.22,nuc
0.31,0.39,0.55,0.28,0.50,0.00,0.46,0.31,nuc
0.43,0.41,0.51,0.34,0.50,0.00,0.49,0.28,nuc
0.64,0.50,0.53,0.10,0.50,0.00,0.51,0.22,nuc
0.41,0.52,0.56,0.26,0.50,0.00,0.48,0.32,nuc
0.48,0.47,0.59,0.41,0.50,0.00,0.56,0.27,nuc
0.49,0.49,0.51,0.29,0.50,0.00,0.52,0.71,nuc
0.41,0.52,0.51,0.22,0.50,0.00,0.52,0.44,nuc
0.51,0.61,0.50,0.23,0.50,0.00,0.52,0.61,nuc
0.59,0.47,0.51,0.53,0.50,0.00,0.53,0.26,cyt
0.40,0.60,0.50,0.16,0.50,0.00,0.51,0.22,cyt
0.54,0.53,0.53,0.17,0.50,0.00,0.51,0.39,nuc
0.61,0.46,0.54,0.11,0.50,0.00,0.47,0.22,cyt
0.66,0.55,0.54,0.18,0.50,0.00,0.43,0.22,cyt
0.53,0.46,0.54,0.37,0.50,0.00,0.51,0.30,nuc
0.41,0.41,0.43,0.61,0.50,0.00,0.53,0.22,mit
0.58,0.31,0.60,0.12,0.50,0.00,0.47,0.33,nuc
0.49,0.67,0.50,0.28,0.50,0.00,0.43,0.22,nuc
0.44,0.33,0.55,0.16,0.50,0.00,0.49,0.22,nuc
0.44,0.45,0.53,0.19,0.50,0.00,0.41,0.28,nuc
0.57,0.55,0.52,0.16,0.50,0.00,0.49,0.39,nuc
0.45,0.66,0.39,0.11,0.50,0.00,0.54,0.22,me3
0.32,0.49,0.53,0.28,0.50,0.00,0.50,0.50,nuc
0.35,0.42,0.56,0.28,0.50,0.00,0.47,0.22,nuc
0.46,0.41,0.58,0.10,0.50,0.00,0.48,0.22,nuc
0.57,0.51,0.58,0.22,0.50,0.00,0.51,0.22,nuc
0.47,0.47,0.54,0.19,0.50,0.00,0.51,0.33,nuc
0.34,0.58,0.50,0.26,0.50,0.00,0.51,0.22,nuc
0.55,0.45,0.58,0.25,0.50,0.00,0.49,0.22,nuc
0.40,0.66,0.34,0.21,0.50,0.00,0.52,0.26,nuc
0.42,0.21,0.59,0.30,0.50,0.00,0.47,0.27,nuc
0.60,0.48,0.46,0.32,0.50,0.00,0.40,0.33,cyt
0.64,0.44,0.51,0.35,0.50,0.00,0.53,0.22,cyt
0.35,0.40,0.44,0.25,0.50,0.00,0.53,0.57,nuc
0.55,0.38,0.64,0.42,0.50,0.00,0.47,0.22,mit
0.45,0.43,0.50,0.25,0.50,0.00,0.47,0.22,mit
0.47,0.53,0.48,0.51,0.50,0.00,0.54,0.22,mit
0.45,0.49,0.57,0.25,0.50,0.00,0.48,0.22,nuc
0.45,0.52,0.50,0.12,0.50,0.00,0.60,0.22,cyt
0.56,0.51,0.32,0.49,0.50,0.00,0.48,0.22,nuc
0.37,0.58,0.50,0.22,0.50,0.00,0.47,0.22,nuc
0.47,0.45,0.51,0.33,0.50,0.00,0.46,0.26,nuc
0.50,0.36,0.64,0.37,0.50,0.00,0.37,0.33,nuc
0.43,0.44,0.64,0.19,0.50,0.00,0.38,0.33,nuc
0.38,0.40,0.59,0.25,0.50,0.00,0.44,0.22,cyt
0.39,0.39,0.59,0.25,0.50,0.00,0.45,0.22,cyt
0.54,0.55,0.56,0.14,0.50,0.00,0.50,0.25,cyt
0.45,0.50,0.57,0.29,0.50,0.00,0.44,0.11,cyt
0.45,0.50,0.57,0.29,0.50,0.00,0.44,0.11,cyt
0.61,0.38,0.57,0.36,0.50,0.00,0.44,0.21,cyt
0.61,0.38,0.57,0.36,0.50,0.00,0.44,0.21,cyt
0.43,0.33,0.54,0.37,0.50,0.00,0.38,0.16,cyt
0.43,0.33,0.54,0.37,0.50,0.00,0.38,0.16,cyt
0.51,0.39,0.58,0.19,0.50,0.00,0.47,0.22,cyt
0.72,0.51,0.52,0.08,0.50,0.00,0.54,0.22,nuc
0.35,0.41,0.53,0.27,0.50,0.00,0.47,0.29,nuc
0.56,0.49,0.54,0.15,0.50,0.00,0.50,0.35,nuc
0.57,0.37,0.43,0.27,0.50,0.00,0.53,0.28,nuc
0.57,0.49,0.61,0.26,0.50,0.00,0.52,0.22,nuc
0.48,0.45,0.63,0.19,0.50,0.00,0.58,0.22,nuc
0.34,0.48,0.47,0.19,0.50,0.00,0.50,0.30,nuc
0.54,0.57,0.55,0.18,0.50,0.00,0.50,0.22,nuc
0.38,0.44,0.55,0.44,0.50,0.00,0.47,0.51,nuc
0.40,0.30,0.57,0.13,0.50,0.00,0.46,0.22,nuc
0.27,0.31,0.55,0.13,0.50,0.00,0.50,0.22,nuc
0.52,0.46,0.56,0.25,0.50,0.00,0.52,0.22,nuc
0.44,0.50,0.55,0.24,0.50,0.00,0.48,0.22,nuc
0.34,0.47,0.48,0.32,0.50,0.00,0.42,0.22,nuc
0.50,0.56,0.63,0.25,0.50,0.00,0.42,0.22,nuc
0.46,0.53,0.47,0.37,0.50,0.00,0.51,0.36,nuc
0.31,0.60,0.65,0.18,0.50,0.00,0.46,0.22,nuc
0.57,0.42,0.63,0.22,0.50,0.00,0.68,0.32,nuc
0.37,0.45,0.53,0.14,0.50,0.00,0.49,0.22,nuc
0.38,0.38,0.54,0.24,0.50,0.00,0.54,0.22,nuc
0.36,0.49,0.55,0.21,0.50,0.00,0.55,0.33,nuc
0.29,0.40,0.50,0.16,0.50,0.00,0.51,0.34,nuc
0.37,0.30,0.51,0.15,0.50,0.00,0.58,0.26,nuc
0.35,0.33,0.48,0.42,0.50,0.00,0.47,0.43,cyt
0.46,0.35,0.69,0.18,0.50,0.00,0.30,0.25,cyt
0.46,0.35,0.69,0.18,0.50,0.00,0.30,0.25,cyt
0.57,0.43,0.52,0.30,0.50,0.00,0.37,0.11,cyt
0.57,0.43,0.52,0.30,0.50,0.00,0.37,0.11,cyt
0.59,0.51,0.48,0.12,0.50,0.00,0.54,0.31,cyt
0.59,0.51,0.48,0.12,0.50,0.00,0.54,0.31,cyt
0.61,0.53,0.59,0.17,0.50,0.00,0.44,0.28,cyt
0.61,0.48,0.56,0.19,0.50,0.00,0.53,0.31,cyt
0.61,0.48,0.56,0.19,0.50,0.00,0.53,0.31,cyt
0.44,0.56,0.52,0.18,0.50,0.00,0.50,0.11,cyt
0.36,0.56,0.52,0.18,0.50,0.00,0.45,0.16,cyt
0.37,0.44,0.64,0.48,0.50,0.00,0.36,0.27,cyt
0.72,0.37,0.63,0.38,0.50,0.00,0.40,0.14,cyt
0.72,0.37,0.63,0.38,0.50,0.00,0.40,0.14,cyt
0.44,0.36,0.64,0.45,0.50,0.00,0.53,0.11,cyt
0.58,0.45,0.55,0.27,0.50,0.00,0.48,0.11,cyt
0.63,0.64,0.45,0.26,0.50,0.00,0.43,0.22,cyt
0.63,0.64,0.45,0.26,0.50,0.00,0.43,0.22,cyt
0.43,0.33,0.67,0.12,0.50,0.00,0.45,0.23,cyt
0.43,0.33,0.67,0.12,0.50,0.00,0.43,0.23,cyt
0.58,0.44,0.50,0.26,0.50,0.00,0.52,0.22,cyt
0.38,0.43,0.53,0.22,0.50,0.00,0.48,0.11,cyt
0.40,0.45,0.61,0.29,0.50,0.00,0.44,0.22,cyt
0.40,0.45,0.61,0.29,0.50,0.00,0.44,0.22,cyt
0.34,0.34,0.65,0.40,0.50,0.00,0.32,0.16,cyt
0.34,0.34,0.65,0.40,0.50,0.00,0.32,0.16,cyt
0.43,0.22,0.79,0.79,0.50,0.00,0.22,0.00,cyt
0.35,0.21,1.00,0.80,0.50,0.00,0.13,0.01,cyt
0.35,0.21,1.00,0.80,0.50,0.00,0.13,0.01,cyt
0.56,0.35,0.47,0.41,0.50,0.00,0.50,0.22,cyt
0.56,0.35,0.47,0.35,0.50,0.00,0.52,0.22,cyt
0.54,0.44,0.55,0.48,0.50,0.00,0.47,0.22,cyt
0.35,0.39,0.56,0.20,0.50,0.00,0.49,0.41,cyt
0.48,0.46,0.58,0.16,0.50,0.00,0.45,0.22,cyt
0.48,0.55,0.48,0.10,0.50,0.00,0.55,0.22,cyt
0.66,0.60,0.52,0.19,0.50,0.00,0.69,0.22,cyt
0.69,0.54,0.55,0.23,0.50,0.00,0.73,0.22,cyt
0.73,0.60,0.47,0.20,0.50,0.00,0.72,0.22,cyt
0.78,0.82,0.56,0.21,0.50,0.00,0.69,0.22,cyt
0.42,0.49,0.49,0.36,0.50,0.00,0.57,0.26,mit
0.44,0.62,0.53,0.27,0.50,0.00,0.49,0.22,nuc
0.56,0.61,0.52,0.19,0.50,0.00,0.52,0.32,nuc
0.47,0.56,0.46,0.50,0.50,0.00,0.51,0.22,mit
0.46,0.33,0.45,0.22,0.50,0.00,0.41,0.37,cyt
0.52,0.43,0.61,0.22,0.50,0.00,0.45,0.22,cyt
0.52,0.43,0.61,0.22,0.50,0.00,0.45,0.22,cyt
0.32,0.44,0.54,0.21,0.50,0.00,0.40,0.19,cyt
0.32,0.44,0.54,0.21,0.50,0.00,0.40,0.19,cyt
0.48,0.41,0.52,0.33,0.50,0.00,0.51,0.26,cyt
0.46,0.39,0.54,0.22,0.50,0.00,0.48,0.25,cyt
0.46,0.39,0.54,0.22,0.50,0.00,0.48,0.25,cyt
0.42,0.50,0.64,0.13,0.50,0.00,0.49,0.22,cyt
0.46,0.54,0.59,0.41,0.50,0.00,0.53,0.21,cyt
0.46,0.54,0.59,0.41,0.50,0.00,0.53,0.21,cyt
0.39,0.65,0.57,0.19,0.50,0.00,0.44,0.25,cyt
0.39,0.65,0.57,0.19,0.50,0.00,0.43,0.25,cyt
0.38,0.50,0.52,0.44,0.50,0.00,0.54,0.11,cyt
0.38,0.50,0.52,0.44,0.50,0.00,0.54,0.11,cyt
0.51,0.52,0.58,0.17,0.50,0.00,0.47,0.28,cyt
0.57,0.48,0.54,0.22,0.50,0.00,0.50,0.11,cyt
0.50,0.50,0.62,0.23,0.50,0.00,0.35,0.11,cyt
0.41,0.49,0.65,0.28,0.50,0.00,0.59,0.57,cyt
0.53,0.57,0.60,0.36,0.50,0.00,0.50,0.22,cyt
0.53,0.57,0.60,0.36,0.50,0.00,0.50,0.22,cyt
0.37,0.30,0.62,0.43,0.50,0.00,0.44,0.39,cyt
0.37,0.30,0.62,0.43,0.50,0.00,0.44,0.39,cyt
0.60,0.57,0.52,0.14,0.50,0.00,0.46,0.48,nuc
0.42,0.38,0.52,0.29,0.50,0.00,0.42,0.22,nuc
0.41,0.46,0.58,0.08,0.50,0.00,0.51,0.28,nuc
0.49,0.40,0.58,0.23,0.50,0.00,0.47,0.27,cyt
0.37,0.37,0.51,0.38,0.50,0.00,0.44,0.22,cyt
0.57,0.50,0.40,0.08,0.50,0.00,0.47,0.22,me3
0.51,0.40,0.50,0.28,0.50,0.00,0.48,0.27,cyt
0.34,0.25,0.55,0.28,0.50,0.00,0.51,0.49,cyt
0.77,0.86,0.44,0.27,0.50,0.00,0.48,0.22,me1
0.59,0.54,0.53,0.14,0.50,0.00,0.48,0.22,cyt
0.50,0.48,0.48,0.23,0.50,0.00,0.53,0.68,cyt
0.39,1.00,0.38,0.41,0.50,0.00,0.50,0.27,mit
0.56,0.42,0.52,0.14,0.50,0.00,0.51,0.22,cyt
0.39,0.46,0.33,0.18,0.50,0.00,0.53,0.22,me3
0.52,0.54,0.47,0.49,0.50,0.00,0.54,0.22,mit
0.46,0.49,0.55,0.18,0.50,0.00,0.56,0.22,nuc
0.56,0.65,0.49,0.56,0.50,0.00,0.49,0.22,mit
0.53,0.51,0.55,0.57,0.50,0.00,0.46,0.22,mit
0.54,0.64,0.40,0.56,0.50,0.00,0.51,0.22,mit
0.47,0.58,0.47,0.52,0.50,0.00,0.54,0.22,mit
0.46,0.42,0.51,0.16,0.50,0.00,0.56,0.22,cyt
0.60,0.51,0.49,0.18,0.50,0.00,0.53,0.38,cyt
0.85,0.66,0.49,0.18,0.50,0.00,0.51,0.22,me1
0.55,0.52,0.44,0.20,0.50,0.00,0.56,0.22,me2
0.49,0.38,0.56,0.09,0.50,0.00,0.46,0.22,cyt
0.38,0.40,0.53,0.12,0.50,0.00,0.55,0.22,cyt
0.55,0.55,0.52,0.13,0.50,0.00,0.53,0.25,cyt
0.46,0.44,0.58,0.17,0.50,0.00,0.55,0.22,cyt
0.34,0.46,0.52,0.19,0.50,0.00,0.53,0.26,cyt
0.58,0.56,0.46,0.14,0.50,0.00,0.51,0.22,cyt
0.46,0.47,0.44,0.18,1.00,0.00,0.46,0.22,me2
0.44,0.71,0.50,0.21,0.50,0.00,0.54,0.27,cyt
0.56,0.49,0.32,0.22,0.50,0.00,0.50,0.22,me2
0.41,0.49,0.47,0.09,0.50,0.00,0.49,0.22,cyt
0.44,0.51,0.53,0.30,0.50,0.00,0.53,0.22,cyt
0.54,0.51,0.56,0.15,0.50,0.00,0.54,0.31,cyt
0.51,0.51,0.32,0.27,0.50,0.00,0.54,0.22,me3
0.46,0.38,0.51,0.20,0.50,0.00,0.51,0.22,cyt
0.55,0.72,0.35,0.26,0.50,0.00,0.49,0.22,me3
0.54,0.44,0.35,0.19,0.50,0.00,0.51,0.27,me3
0.65,0.66,0.37,0.12,0.50,0.00,0.52,0.27,me3
0.41,0.40,0.56,0.17,0.50,0.00,0.56,0.22,cyt
0.39,0.71,0.38,0.14,0.50,0.00,0.50,0.22,me2
0.37,0.42,0.46,0.15,0.50,0.00,0.51,0.31,me2
0.59,0.55,0.57,0.18,0.50,0.00,0.51,0.22,cyt
0.48,0.51,0.50,0.24,0.50,0.00,0.54,0.38,cyt
0.39,0.30,0.63,0.20,0.50,0.00,0.43,0.47,cyt
0.47,0.52,0.54,0.25,0.50,0.00,0.54,0.29,mit
0.77,0.82,0.40,0.36,0.50,0.00,0.38,0.22,me1
0.52,0.55,0.39,0.09,1.00,0.00,0.55,0.25,me3
0.42,0.28,0.33,0.23,0.50,0.00,0.39,0.26,me3
0.47,0.37,0.46,0.28,0.50,0.00,0.52,0.99,nuc
0.48,0.50,0.47,0.29,0.50,0.00,0.46,0.27,nuc
0.30,0.33,0.55,0.12,0.50,0.00,0.53,0.38,cyt
0.49,0.49,0.52,0.18,0.50,0.00,0.51,0.25,nuc
0.54,0.59,0.57,0.34,0.50,0.00,0.49,0.22,nuc
0.70,0.78,0.53,0.24,0.50,0.00,0.48,0.22,vac
0.85,0.69,0.34,0.31,0.50,0.00,0.57,0.30,me1
0.56,0.59,0.45,0.15,0.50,0.00,0.54,0.22,mit
0.47,0.56,0.53,0.44,0.50,0.00,0.53,0.22,mit
0.53,0.49,0.47,0.21,0.50,0.00,0.53,0.22,cyt
0.70,0.57,0.34,0.19,0.50,0.00,0.53,0.27,me2
0.42,0.43,0.67,0.70,0.50,0.00,0.42,0.25,cyt
0.47,0.44,0.53,0.18,0.50,0.00,0.47,0.29,nuc
0.40,0.49,0.53,0.23,0.50,0.00,0.44,0.26,nuc
0.45,0.65,0.51,0.17,0.50,0.00,0.49,0.22,nuc
0.42,0.42,0.55,0.31,0.50,0.00,0.43,0.22,nuc
0.45,0.41,0.53,0.49,0.50,0.00,0.49,0.31,nuc
0.42,0.28,0.49,0.22,0.50,0.00,0.55,0.34,nuc
0.47,0.50,0.47,0.22,0.50,0.00,0.53,0.45,nuc
0.33,0.42,0.55,0.23,0.50,0.00,0.52,0.43,nuc
0.56,0.55,0.57,0.15,0.50,0.00,0.54,0.25,cyt
0.37,0.47,0.49,0.12,0.50,0.00,0.47,0.31,nuc
0.32,0.60,0.48,0.13,0.50,0.00,0.53,0.22,nuc
0.38,0.42,0.31,0.35,0.50,0.00,0.52,0.22,me3
0.46,0.56,0.56,0.25,0.50,0.00,0.43,0.22,nuc
0.47,0.55,0.57,0.17,0.50,0.00,0.52,0.66,nuc
0.37,0.55,0.52,0.13,0.50,0.00,0.42,0.80,cyt
0.46,0.48,0.38,0.22,0.50,0.00,0.39,0.45,me3
0.80,0.69,0.53,0.33,0.50,0.00,0.51,0.22,me2
0.52,0.65,0.36,0.37,0.50,0.00,0.52,0.34,me3
0.19,0.16,0.68,0.36,0.50,0.00,0.49,0.21,nuc
0.64,0.31,0.53,0.15,0.50,0.00,0.53,0.31,cyt
0.40,0.43,0.36,0.33,0.50,0.00,0.51,0.22,me3
0.47,0.56,0.51,0.20,0.50,0.00,0.52,0.59,nuc
0.40,0.75,0.44,0.12,0.50,0.00,0.49,0.22,nuc
0.48,0.55,0.58,0.18,0.50,0.00,0.38,0.69,nuc
0.57,0.51,0.34,0.13,0.50,0.00,0.53,0.27,mit
0.23,0.37,0.32,0.13,0.50,0.00,0.53,0.22,mit
0.54,0.50,0.51,0.26,0.50,0.00,0.52,0.22,cyt
0.60,0.64,0.56,0.36,0.50,0.00,0.46,0.27,cyt
0.27,0.41,0.24,0.20,0.50,0.00,0.49,0.22,me3
0.25,0.35,0.22,0.18,0.50,0.00,0.46,0.22,me3
0.39,0.45,0.51,0.29,0.50,0.00,0.54,0.22,cyt
0.33,0.47,0.55,0.24,0.50,0.00,0.45,0.67,nuc
0.37,0.40,0.38,0.18,0.50,0.00,0.51,0.22,me3
0.43,0.47,0.47,0.18,0.50,0.00,0.47,0.22,cyt
0.66,0.43,0.57,0.60,0.50,0.00,0.19,0.33,nuc
0.55,0.40,0.62,0.22,0.50,0.00,0.37,0.28,nuc
0.33,0.46,0.60,0.18,0.50,0.00,0.51,0.26,nuc
0.51,0.50,0.54,0.11,0.50,0.00,0.60,0.22,nuc
0.54,0.60,0.57,0.17,0.50,0.00,0.44,0.22,nuc
0.45,0.57,0.38,0.28,0.50,0.00,0.53,0.31,me3
0.55,0.57,0.51,0.07,0.50,0.00,0.55,0.22,cyt
0.54,0.47,0.58,0.40,0.50,0.00,0.46,0.27,mit
0.36,0.32,0.55,0.27,0.50,0.00,0.47,0.43,nuc
0.46,0.41,0.45,0.23,0.50,0.00,0.48,0.22,nuc
0.40,0.39,0.60,0.23,0.50,0.00,0.52,0.31,nuc
0.52,0.47,0.58,0.18,0.50,0.00,0.34,0.11,cyt
0.52,0.47,0.58,0.18,0.50,0.00,0.34,0.11,cyt
0.50,0.45,0.51,0.19,0.50,0.00,0.53,0.25,cyt
0.57,0.55,0.51,0.18,0.50,0.00,0.51,0.43,nuc
0.44,0.43,0.46,0.28,0.50,0.00,0.45,0.29,nuc
0.46,0.50,0.50,0.28,0.50,0.00,0.50,0.37,nuc
0.66,0.65,0.54,0.40,0.50,0.00,0.51,0.22,exc
0.77,0.73,0.49,0.46,0.50,0.00,0.38,0.22,exc
0.38,0.58,0.46,0.21,0.50,0.00,0.52,0.22,nuc
0.32,0.68,0.51,0.16,0.50,0.83,0.55,0.22,pox
0.27,0.46,0.52,0.17,0.50,0.00,0.49,0.44,nuc
0.52,0.45,0.45,0.13,0.50,0.00,0.48,0.22,nuc
0.37,0.29,0.45,0.15,0.50,0.00,0.49,0.22,nuc
0.37,0.48,0.67,0.37,0.50,0.00,0.56,0.62,nuc
0.44,0.59,0.54,0.18,0.50,0.00,0.49,0.22,nuc
0.48,0.65,0.36,0.24,0.50,0.00,0.54,0.31,nuc
0.59,0.49,0.45,0.22,0.50,0.00,0.45,0.31,nuc
0.73,0.52,0.59,0.25,0.50,0.00,0.51,0.22,nuc
0.50,0.43,0.50,0.17,0.50,0.00,0.46,0.47,nuc
0.23,0.13,0.51,0.16,0.50,0.00,0.53,0.51,nuc
0.49,0.60,0.54,0.35,0.50,0.00,0.53,0.46,nuc
0.52,0.31,0.56,0.16,0.50,0.00,0.55,0.22,nuc
0.49,0.48,0.51,0.21,0.50,0.00,0.53,0.22,nuc
0.49,0.60,0.42,0.18,0.50,0.00,0.58,0.28,nuc
0.60,0.62,0.54,0.11,0.50,0.00,0.51,0.22,nuc
0.55,0.47,0.53,0.20,0.50,0.00,0.40,0.22,nuc
0.47,0.32,0.51,0.24,0.50,0.00,0.54,0.27,nuc
0.53,0.25,0.59,0.27,0.50,0.00,0.45,0.26,nuc
0.31,0.50,0.54,0.32,0.50,0.00,0.53,0.31,nuc
